0001_American_Beauty,"https://www.imsdb.com/scripts/American-Beauty.html"
0002_As_Good_As_It_Gets,"https://www.imsdb.com/scripts/As-Good-As-It-Gets.html"
0004_Charade,"https://www.imsdb.com/scripts/Charade.html"
0005_Chinatown,"https://www.imsdb.com/scripts/Chinatown.html"
0006_Clerks,"https://www.imsdb.com/scripts/Clerks.html"
0008_Fargo,"https://www.imsdb.com/scripts/Fargo.html"
0009_Forrest_Gump,"https://www.imsdb.com/scripts/Forrest-Gump.html"
0010_Frau_Ohne_Gewissen,"https://www.imsdb.com/scripts/Double-Indemnity.html"
0011_Gandhi,"https://www.imsdb.com/scripts/Gandhi.html"
0013_Halloween,"https://www.imsdb.com/scripts/Halloween.html"
0014_Ist_das_Leben_nicht_schoen,"https://www.imsdb.com/scripts/It's-a-Wonderful-Life.html"
0016_O_Brother_Where_Art_Thou,"https://www.imsdb.com/scripts/O-Brother-Where-Art-Thou%3f.html"
0017_Pianist,"https://www.imsdb.com/scripts/Pianist,-The.html"
0019_Pulp_Fiction,"https://www.imsdb.com/scripts/Pulp-Fiction.html"
0020_Raising_Arizona,"https://www.imsdb.com/scripts/Raising-Arizona.html"
0021_Rear_Window,"https://www.imsdb.com/scripts/Rear-Window.html"
0022_Reservoir_Dogs,"https://www.imsdb.com/scripts/Reservoir-Dogs.html"
0023_THE_BUTTERFLY_EFFECT,"https://www.imsdb.com/scripts/Butterfly-Effect,-The.html"
0024_THE_LORD_OF_THE_RINGS_THE_FELLOWSHIP_OF_THE_RING,"https://www.imsdb.com/scripts/Lord-of-the-Rings-Fellowship-of-the-Ring,-The.html"
0025_THE_LORD_OF_THE_RINGS_THE_RETURN_OF_THE_KING,"https://www.imsdb.com/scripts/Lord-of-the-Rings-Return-of-the-King.html"
0026_The_Big_Fish,"https://www.imsdb.com/scripts/Big-Fish.html"
0027_The_Big_Lebowski,"https://www.imsdb.com/scripts/Big-Lebowski,-The.html"
0028_The_Crying_Game,"https://www.imsdb.com/scripts/Crying-Game.html"
0029_The_Graduate,"https://www.imsdb.com/scripts/Graduate,-The.html"
0032_The_Princess_Bride,"https://www.imsdb.com/scripts/Princess-Bride,-The.html"
0033_Amadeus,"https://www.imsdb.com/scripts/Amadeus.html"
0038_Psycho,"https://www.imsdb.com/scripts/Psycho.html"
0041_The_Sixth_Sense,"https://www.imsdb.com/scripts/Sixth-Sense,-The.html"
0043_Thelma_and_Luise,"https://www.imsdb.com/scripts/Thelma-&-Louise.html"
0046_Chasing_Amy,"https://www.imsdb.com/scripts/Chasing-Amy.html"
0049_Hannah_and_her_sisters,"https://www.imsdb.com/scripts/Hannah-and-Her-Sisters.html"
0050_Indiana_Jones_and_the_last_crusade,"https://www.imsdb.com/scripts/Indiana-Jones-and-the-Last-Crusade.html"
0051_Men_in_black,"https://www.imsdb.com/scripts/Men-in-Black.html"
0053_Rendezvous_mit_Joe_Black,"https://www.imsdb.com/scripts/Meet-Joe-Black.html"
1003_How_to_Lose_Friends_and_Alienate_People,"https://www.imsdb.com/scripts/How-to-Lose-Friends-&-Alienate-People.html"
1004_Juno,"https://www.imsdb.com/scripts/Juno.html"
1005_Signs,"https://www.imsdb.com/scripts/Signs.html"
1006_Slumdog_Millionaire,"https://www.imsdb.com/scripts/Slumdog-Millionaire.html"
1010_TITANIC,"https://www.imsdb.com/scripts/Titanic.html"
1011_The_Help,"https://www.imsdb.com/scripts/Help,-The.html"
1012_Unbreakable,"https://www.imsdb.com/scripts/Unbreakable.html"
1014_2012,"https://www.imsdb.com/scripts/2012.html"
1017_Bad_Santa,"https://www.imsdb.com/scripts/Bad-Santa.html"
1020_Crazy_Stupid_Love,"https://www.imsdb.com/scripts/Crazy,-Stupid,-Love.html"
1023_Horrible_Bosses,"https://www.imsdb.com/scripts/Horrible-Bosses.html"
1026_Legion,"https://www.imsdb.com/scripts/Legion.html"
1027_Les_Miserables,"https://www.imsdb.com/scripts/Les-Miserables.html"
1029_Pride_And_Prejudice_Disk_One,"https://www.imsdb.com/scripts/Pride-and-Prejudice.html"
1034_Super_8,"https://www.imsdb.com/scripts/Super-8.html"
1035_The_Adjustment_Bureau,"https://www.imsdb.com/scripts/Adjustment-Bureau,-The.html"
1037_The_Curious_Case_Of_Benjamin_Button,"https://www.imsdb.com/scripts/Curious-Case-of-Benjamin-Button,-The.html"
1038_The_Great_Gatsby,"https://www.imsdb.com/scripts/Great-Gatsby,-The.html"
1039_The_Queen,"https://www.imsdb.com/scripts/Queen,-The.html"
1041_This_is_40,"https://www.imsdb.com/scripts/This-is-40.html"
1042_Up_In_The_Air,"https://www.imsdb.com/scripts/Up-in-the-Air.html"
1044_Pride_And_Prejudice_Disk_Two,"https://www.imsdb.com/scripts/Pride-and-Prejudice.html"
1045_An_education,"https://www.imsdb.com/scripts/An-Education.html"
1047_Defiance,"https://www.imsdb.com/scripts/Defiance.html"
1048_Gran_Torino,"https://www.imsdb.com/scripts/Gran-Torino.html"
1055_Marley_and_me,"https://www.imsdb.com/scripts/Marley-&-Me.html"
1058_The_Damned_united,"https://www.imsdb.com/scripts/Damned-United,-The.html"
1060_Yes_man,"https://www.imsdb.com/scripts/Yes-Man.html"
1062_Day_the_Earth_stood_still,"https://www.imsdb.com/scripts/Day-the-Earth-Stood-Still,-The.html"
3002_30_MINUTES_OR_LESS,"https://www.imsdb.com/scripts/30-Minutes-or-Less.html"
3004_500_DAYS_OF_SUMMER,"https://www.imsdb.com/scripts/500-Days-of-Summer.html"
3008_BAD_TEACHER,"https://www.imsdb.com/scripts/Bad-Teacher.html"
3009_BATTLE_LOS_ANGELES,"https://www.imsdb.com/scripts/Battle-Los-Angeles.html"
3013_BURLESQUE,"https://www.imsdb.com/scripts/Burlesque.html"
3017_CHRONICLE,"https://www.imsdb.com/scripts/Chronicle.html"
3019_COLOMBIANA,"https://www.imsdb.com/scripts/Colombiana.html"
3021_DEATH_AT_A_FUNERAL,"https://www.imsdb.com/scripts/Death-at-a-Funeral.html"
3024_EASY_A,"https://www.imsdb.com/scripts/Easy-A.html"
3025_FLIGHT,"https://www.imsdb.com/scripts/Flight.html"
3034_IDES_OF_MARCH,"https://www.imsdb.com/scripts/Ides-of-March,-The.html"
3038_ITS_COMPLICATED,"https://www.imsdb.com/scripts/It's-Complicated.html"
3044_KNOCKED_UP,"https://www.imsdb.com/scripts/Knocked-Up.html"
3046_LARRY_CROWNE,"https://www.imsdb.com/scripts/Larry-Crowne.html"
3047_LIFE_OF_PI,"https://www.imsdb.com/scripts/Life-of-Pi.html"
3052_NO_STRINGS_ATTACHED,"https://www.imsdb.com/scripts/No-Strings-Attached.html"
3055_PROMETHEUS,"https://www.imsdb.com/scripts/Prometheus.html"
3056_PUBLIC_ENEMIES,"https://www.imsdb.com/scripts/Public-Enemies.html"
3069_THE_BOUNTY_HUNTER,"https://www.imsdb.com/scripts/Bounty-Hunter,-The.html"
3071_THE_DESCENDANTS,"https://www.imsdb.com/scripts/Descendants,-The.html"
3072_THE_GIRL_WITH_THE_DRAGON_TATTOO,"https://www.imsdb.com/scripts/Girl-with-the-Dragon-Tattoo,-The.html"
